"","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant"
"TEAD2",602.063805960694,0.497887450368054,0.129442323660202,1.09560324448561e-05,0.00101260694313162,"Not Significant"
"IQANK1",471.420047360247,0.568348376688107,0.150403745618792,1.10140215568279e-05,0.00101260694313162,"Up"
"GATA6",336.479669690452,0.713420765023267,0.190930708707678,1.13035438122859e-05,0.00102725641067148,"Up"
"ALOX5AP",18835.8760420911,-0.43474962390932,0.111824940728425,1.13465927317002e-05,0.00102725641067148,"Not Significant"
"LCP1",36984.5109128336,-0.347260643730594,0.0876473057513482,1.1477975015636e-05,0.00103127866428366,"Not Significant"
"CXCR4",1704.46739247679,-0.422356888935118,0.108877948814613,1.20631260123426e-05,0.00107570431959687,"Not Significant"
"TINAGL1",3277.05146394871,0.832152909193745,0.226048556506269,1.23101983050406e-05,0.00108954441714763,"Up"
"SMAD6",468.084179612983,0.726442488307559,0.196964665235935,1.26061537706301e-05,0.00110747395347906,"Up"
"PKP2",350.232450908894,0.532142525843891,0.141405281872913,1.40985298731342e-05,0.00122947473746597,"Up"
"MARCKS",1265.29416907039,0.60791276341786,0.163453079494813,1.43249885898075e-05,0.00123627185860814,"Up"
"ATP6V1B2",3696.8567457847,-0.412503545728781,0.107199995044741,1.44796385832934e-05,0.00123627185860814,"Not Significant"
"TRIM29",4937.14247997546,0.672978262356233,0.183749091725013,1.44891895739066e-05,0.00123627185860814,"Up"
"MGLL",999.505638710122,0.698123258923348,0.189996742547528,1.4937349681436e-05,0.00126540690872737,"Up"
"LAMC2",501.185282663061,0.525972910858724,0.14089388711437,1.50771012263262e-05,0.00126570830829396,"Up"
"NXN",846.549458676162,0.69004297323089,0.185967049929989,1.51543490537725e-05,0.00126570830829396,"Up"
"TMEM132A",1672.9474347543,1.00462610539936,0.279924084334572,1.56848003516234e-05,0.00130085127391785,"Up"
"LMNA",10574.4240245566,0.597874975350123,0.162155076797183,1.62841760105509e-05,0.0013372277989583,"Up"
"ABHD17C",413.772119258607,0.522585942630115,0.140141399208775,1.63489064796756e-05,0.0013372277989583,"Up"
"LINC02084",174.1594990671,-0.788132136412825,0.217966508858879,1.69831840054026e-05,0.00137959289249367,"Down"
"TOMM34",1401.84741683975,0.405390559100972,0.103738681436553,1.72247688779025e-05,0.00138288236458166,"Not Significant"
"CYB561",1345.37080138224,0.451036049704147,0.119758766109929,1.725687942311e-05,0.00138288236458166,"Not Significant"
"WARS1",61786.916172429,0.293275388421182,0.0743429469454973,1.75153848448292e-05,0.00139417761248103,"Not Significant"
"GJB2",3260.04076999845,0.430817850283058,0.111410640167024,1.79528632614792e-05,0.0014099452225958,"Not Significant"
"NTSR1",3429.44775860122,0.942020230739438,0.26463406343705,1.79631186406842e-05,0.0014099452225958,"Up"
"CD247",15655.9913122695,-0.447849265196174,0.119619040840078,1.80701242693559e-05,0.0014099452225958,"Not Significant"
"BTG2",3321.71672755265,-0.374334554475255,0.0943318680436345,1.82180010997495e-05,0.00141219276498712,"Not Significant"
"PHLDA2",2519.22117367573,0.722799985780036,0.200871546439688,1.8769129343565e-05,0.00144546671438104,"Up"
"KLK6",4070.54687102995,0.551559037166445,0.150438741194007,1.92313468597974e-05,0.00147150821778837,"Up"
"MOAP1",776.072321214971,-0.547972782135855,0.146264955539952,2.00129786602627e-05,0.00152149953147895,"Down"
"AMOTL2",566.144061610973,0.812512703568947,0.228732592633164,2.02457818544749e-05,0.00152939473117243,"Up"
"STRA6",585.48781001109,0.825827931244022,0.232592531209877,2.04389023007924e-05,0.00153421127397088,"Up"
"CTTN",2332.1058176944,0.647442588351622,0.179888730676618,2.07673205332161e-05,0.00154905925486756,"Up"
"PVR",1254.12086275439,0.528579047256257,0.144731345951352,2.14648280725497e-05,0.00159108038087774,"Up"
"MANEAL",455.162791757607,0.60985447217328,0.16872695278842,2.24454952183493e-05,0.00165343834341381,"Up"
"SP6",831.821101636667,0.67493388632109,0.191920638411687,2.26944572565676e-05,0.00166145841396847,"Up"
"MXRA7",1698.43058560347,-0.397432803395075,0.106326331242391,2.29798755856409e-05,0.00167203266531105,"Not Significant"
"CLCF1",242.743056129924,0.688900719999769,0.196778791079888,2.47041263769131e-05,0.00178653011481823,"Up"
"MMRN2",354.11386526386,0.755850769128134,0.215500979010837,2.5788583421236e-05,0.00185365211742945,"Up"
"SDC1",1750.51476395747,0.51646825562711,0.144175485049924,2.63715366194858e-05,0.00188413508618736,"Up"
"FOXA1",564.846856347727,0.620831464875864,0.175885492017274,2.66043537866545e-05,0.00188938704137559,"Up"
"OSBPL10",338.077625221293,0.558214781471902,0.155985383695264,2.70666162108966e-05,0.00191077421584068,"Up"
"CMTM4",160.525342852482,0.872607504284559,0.252582785370323,2.75063158375211e-05,0.0019303248865858,"Up"
"LCK",6251.55684829017,-0.352346948132106,0.094000630037997,2.78913710777324e-05,0.00194583329989357,"Not Significant"
"PIK3IP1",2042.76977667349,-0.431277871947118,0.118618610143495,2.95430872405072e-05,0.00204901178171003,"Not Significant"
"FAT1",1225.97075019952,0.551781098272002,0.155191785161828,3.01726705335019e-05,0.00208051088678681,"Up"
"RBFOX2",352.330242642459,0.650720180859056,0.185822928281062,3.06340256460659e-05,0.00210011297203665,"Up"
"CRIP2",1778.90548065531,0.659849577103308,0.188808868505596,3.23527334542577e-05,0.00220519206188216,"Up"
"BAIAP2L1",809.853376399288,0.442833304060896,0.122874566084845,3.34726731133523e-05,0.00226849087499634,"Not Significant"
"AGO2",1920.60087068584,0.502499290647795,0.141892065959225,3.46335175429664e-05,0.00233382680715672,"Up"
"VPS37C",586.813692173103,0.567932257598307,0.162958403887048,3.52888380399008e-05,0.00236455152063968,"Up"
"GEMIN2",439.818977673708,-0.5636483336776,0.160599377244483,3.63472428063767e-05,0.00242178820046982,"Down"
"SDHAF4",125.341596845969,-0.82532618343904,0.243627548046672,3.68223085440024e-05,0.00243247888099013,"Down"
"CX3CL1",1404.35881681932,0.762869881852045,0.224430367327505,3.6917891954319e-05,0.00243247888099013,"Up"
"IGFBP4",2714.94851910845,0.703110903045299,0.201435421032267,3.71334237968978e-05,0.00243316246536579,"Up"
"CD52",10688.4302707194,-0.698847099440686,0.205795808471034,4.07265877234991e-05,0.00265394137582802,"Down"
"FARP1",366.288090137026,0.977210087303267,0.29586718870031,4.34271070320266e-05,0.00281445622622861,"Up"
"ANO10",403.304101794505,-0.53194340764481,0.151995193940212,4.50647187666521e-05,0.00290471502485051,"Down"
"CCR2",307.017426668738,-0.721191587420537,0.211890168022999,4.74203095291402e-05,0.00302848291890752,"Down"
"ITK",1838.34659704687,-0.409016745970631,0.115461043641097,4.74956005832039e-05,0.00302848291890752,"Not Significant"
"ID2",11299.8333148978,-0.268122712619975,0.071906294659767,4.86433934491795e-05,0.00307995915559926,"Not Significant"
"PAQR5",689.230850045319,0.519002926249564,0.150817182626305,4.88222867835296e-05,0.00307995915559926,"Up"
"SHB",151.746396916661,0.687789106681306,0.206129543866345,5.03197047636688e-05,0.00315762803437625,"Up"
"PKP3",2028.61305026904,0.75259803345385,0.227548869610398,5.12062319555151e-05,0.00319634689996005,"Up"
"SCARF1",74.7158269799,1.1620278372662,0.359566365536116,5.22418878088764e-05,0.00324392036342028,"Up"
"FGF19",393.346856304545,0.589032480126725,0.175287176394612,5.25479873975477e-05,0.00324593297153602,"Up"
"KRT8",90538.3865097405,0.425596922757675,0.122063801382022,5.40504375298894e-05,0.00332144139432377,"Not Significant"
"KRT8P3",1790.98969570601,0.965808282043433,0.299278373424972,5.65500236900709e-05,0.00344771584224297,"Up"
"FLNB",3558.89229454604,0.77067226376706,0.23567527792928,5.70957127780105e-05,0.00344771584224297,"Up"
"SKAP1",3242.29901072283,-0.411462342671334,0.115285936508179,5.7225892439563e-05,0.00344771584224297,"Not Significant"
"TMX4",3230.62697977475,-0.48751914365454,0.14311412225996,5.76029804642171e-05,0.00344771584224297,"Not Significant"
"ERMP1",3459.01720853628,-0.455958488510678,0.133357780896566,5.7788972460461e-05,0.00344771584224297,"Not Significant"
"MST1R",871.543981080655,0.647778890966321,0.195586197525871,5.78495322602319e-05,0.00344771584224297,"Up"
"CCDC28A",690.995084568271,-0.496093265916152,0.146876600092689,6.19189634348462e-05,0.00367179453168638,"Not Significant"
"GIMAP6",10773.6529515476,-0.349453396349311,0.0965274384880608,6.39518142192928e-05,0.00377347520716822,"Not Significant"
"FERMT1",806.183758879341,0.413210279330345,0.120393322085197,6.61886263703601e-05,0.0038861243007548,"Not Significant"
"PLEKHA7",282.979712047777,0.785741075751373,0.244003564180225,6.68151594154643e-05,0.00390358517570151,"Up"
"TNS4",1657.1756618607,0.942922327554715,0.296828872245079,6.77782435624727e-05,0.00391719021615941,"Up"
"ETV4",392.168136004378,0.541152196740462,0.165764746667044,6.80907222698144e-05,0.00391719021615941,"Up"
"BCAR1",1837.76981389569,0.819692555260356,0.256038052218098,6.83850668792354e-05,0.00391719021615941,"Up"
"SCNN1A",1229.047225685,0.604477662870479,0.184531587656505,6.84300019820544e-05,0.00391719021615941,"Up"
"ATAD3B",533.643837279546,0.721775188974507,0.219392104859269,6.86994574166238e-05,0.00391719021615941,"Up"
"TOMM40",2879.84792331826,0.543616206715437,0.163929458874388,6.95757073719418e-05,0.00394817171976665,"Up"
"FBP1",363.345894649511,0.550225770749053,0.165595489399338,7.04231802008966e-05,0.00397723293896492,"Up"
"SFN",1995.31018400695,0.49272602396248,0.147969968011756,7.11588777186295e-05,0.00399973597034572,"Not Significant"
"ADA",1743.83458194339,-0.359485280462622,0.101251028385603,7.44917986619407e-05,0.00416732420816329,"Not Significant"
"PLEKHG4",267.994826382323,0.7048931632998,0.218478298824935,7.54006722737633e-05,0.0041867593719368,"Up"
"C1DP5",50.4138178251927,-1.37577191755114,0.442260697289312,7.55452365593992e-05,0.0041867593719368,"Down"
"SERINC5",800.563456224738,0.433691616036061,0.128927387451728,7.82830739506277e-05,0.00431831282350904,"Not Significant"
"BCAR3",567.476134859705,0.533191486606876,0.162209956828532,7.90247202992715e-05,0.00432511222637723,"Up"
"CPNE2",313.031735344327,0.626540309605786,0.19184804005996,7.91356958789089e-05,0.00432511222637723,"Up"
"FKBP4",3034.56369089795,0.278635615482604,0.0779448566378122,8.0898538108636e-05,0.00438420339378369,"Not Significant"
"CGRRF1",282.304647551724,-0.62674141904723,0.196311283621841,8.09562009476078e-05,0.00438420339378369,"Down"
"WLS",865.539703694937,0.368896876592305,0.106067407389726,8.19015944697433e-05,0.00441524050186889,"Not Significant"
"ABLIM3",151.577609593547,0.744555432977572,0.232064531764226,8.27429115382812e-05,0.00444041145178288,"Up"
"PLAUR",2282.77659716109,0.34084788093982,0.0995467553159161,8.32104703434926e-05,0.00444538819042262,"Not Significant"
"PDGFB",313.931725947836,0.784586382165983,0.249113142687671,8.43610134709548e-05,0.00448664403482298,"Up"
"APMAP",3697.17281898242,-0.352725665248767,0.0967160380413903,8.7109910795374e-05,0.00458733748535229,"Not Significant"
"CCNDBP1",2307.33840774321,-0.399584630211039,0.117899385577809,8.73964277675702e-05,0.00458733748535229,"Not Significant"
"HDGF",11571.5338705714,0.280316163829422,0.0788296975595691,8.74146940716371e-05,0.00458733748535229,"Not Significant"
"TRIM15",505.895337750955,0.479828359346623,0.1475665788983,9.12858325501281e-05,0.00476938314557057,"Not Significant"
"HS3ST1",304.253962588391,0.525172166566275,0.161822298613251,9.40876827026152e-05,0.00489421016163604,"Up"
"CCR5",11643.0753581469,-0.475130271751757,0.14479610754231,9.50066259632529e-05,0.00490486078493486,"Not Significant"
"VWA1",2318.50419471365,0.857663630618531,0.277635110446887,9.53255036092689e-05,0.00490486078493486,"Up"
"RASSF10",508.155500388713,0.699183413236036,0.22490001504121,9.56889219538873e-05,0.00490486078493486,"Up"
"SLC6A8",631.948641969657,0.698800529283326,0.221413529941473,9.6624403133186e-05,0.00490486078493486,"Up"
"EPHB6",278.197630600125,0.718706214143754,0.228962660921354,9.67245486120772e-05,0.00490486078493486,"Up"
"MYO1B",371.787200029509,0.601862448355399,0.190142345966293,9.67738131260335e-05,0.00490486078493486,"Up"
"IRAG2",342.317672130358,-0.551926483294767,0.172194016061981,9.77993305740396e-05,0.00493574493875791,"Down"
"AQP5",162.76565748189,0.817191259400852,0.263954279261444,9.88532777518321e-05,0.00496779607685054,"Up"
"AKT1S1",1667.12828503358,0.63598263387997,0.200965029808959,9.99970837839915e-05,0.00500407347543519,"Up"
"ENSG00000268027",164.835391355719,-0.7728027553217,0.249335854596987,0.000102375902933272,0.00510158911255718,"Down"
"CCL3L3",368.065699221371,-0.537170662345914,0.166651082205447,0.000102821859086496,0.0051023734257985,"Down"
"RRP12",702.429096216961,0.581271362822845,0.183566512139406,0.000106355305781094,0.00523474268207799,"Up"
"PHKA1",233.86277161666,0.60730174582447,0.192069469788164,0.000106372089914064,0.00523474268207799,"Up"
"GNLY",152697.826952263,-0.393752540480386,0.118517147387985,0.000110989041624325,0.00543938030439873,"Not Significant"
"CAT",1761.79690544644,-0.469329761459284,0.147307715066992,0.000113507166575091,0.00553989710115467,"Not Significant"
