celltype	feature	comparison	group1	group2	pval	logFC	pct.1	pct.2	padj
iNK_c1-Cytotoxic	PID-RHOA-REG-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	7.36530940164292e-07	-0.150771373482586	1	1	0.000144360064272201
iNK_c1-Cytotoxic	PID-TCR-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	8.61554647911659e-07	-0.156824150325706	1	1	0.000168864710990685
iNK_c1-Cytotoxic	PID-CD8-TCR-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	8.91611933593884e-07	-0.138451451564323	1	1	0.000174755938984401
iNK_c1-Cytotoxic	PID-INTEGRIN-CS-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	1.09844748441448e-06	-0.262590840551624	1	0.997	0.000215295706945238
iNK_c1-Cytotoxic	PID-SYNDECAN-4-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	1.72190388945666e-06	-0.186062921837373	0.992	1	0.000337493162333506
iNK_c1-Cytotoxic	PID-VEGFR1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	1.1028197076536e-05	-0.203707718248468	1	1	0.00216152662700105
iNK_c1-Cytotoxic	PID-ERBB4-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	1.39132401384146e-05	-0.174878165814858	1	1	0.00272699506712927
iNK_c1-Cytotoxic	PID-EPHA2-FWD-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	2.75827595757273e-05	-0.284472768466847	0.912	0.961	0.00540622087684255
iNK_c1-Cytotoxic	PID-INSULIN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	4.24411244811542e-05	-0.183972711405047	0.984	0.997	0.00831846039830623
iNK_c1-Cytotoxic	PID-THROMBIN-PAR1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	5.4124454802149e-05	-0.146792137838363	1	1	0.0106083931412212
iNK_c1-Cytotoxic	PID-ERBB1-INTERNALIZATION-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	7.16752245084077e-05	-0.14716251197402	1	1	0.0140483440036479
iNK_c1-Cytotoxic	PID-RAC1-REG-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	7.43012437325817e-05	-0.179202609559269	1	1	0.014563043771586
iNK_c1-Cytotoxic	PID-PDGFRB-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000128140680965802	-0.0834503913606435	1	1	0.0251155734692971
iNK_c1-Cytotoxic	PID-LYMPH-ANGIOGENESIS-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000132880134755768	-0.211344167742558	0.944	1	0.0260445064121305
iNK_c1-Cytotoxic	PID-TCR-CALCIUM-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000170765369606989	0.344717559924205	1	0.994	0.0334700124429699
iNK_c1-Cytotoxic	PID-ERBB1-RECEPTOR-PROXIMAL-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000235606072788428	-0.18310671464468	1	1	0.046178790266532
iNK_c1-Cytotoxic	PID-CXCR4-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000319355781704873	-0.0680439947568776	1	1	0.0625937332141552
iNK_c1-Cytotoxic	PID-HIV-NEF-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000339147603952745	0.209698204819075	1	0.997	0.0664729303747381
iNK_c1-Cytotoxic	PID-TRKR-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000500604431541817	-0.103489150611726	1	1	0.0981184685821962
iNK_c1-Cytotoxic	PID-NFAT-TFPATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000723677585274149	0.269473638363989	1	1	0.141840806713733
iNK_c1-Cytotoxic	PID-SYNDECAN-1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000809587138502808	-0.0706289906662869	0.976	0.983	0.15867907914655
iNK_c1-Cytotoxic	PID-TCR-RAS-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000860087266750539	-0.163346940439493	0.992	0.992	0.168577104283106
iNK_c1-Cytotoxic	PID-INTEGRIN1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.000924216996574937	-0.0154919292312874	0.96	0.964	0.181146531328688
iNK_c1-Cytotoxic	PID-ENDOTHELIN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00124720220945398	-0.0526782434776405	1	1	0.244451633052981
iNK_c1-Cytotoxic	PID-CXCR3-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00245356150222305	-0.0763260804426622	1	1	0.480898054435717
iNK_c1-Cytotoxic	PID-PI3KCI-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00262226577582521	-0.0695431433747014	1	1	0.513964092061741
iNK_c1-Cytotoxic	PID-EPHRINB-REV-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00352048956650174	-0.116463268814949	0.992	0.989	0.690015955034342
iNK_c1-Cytotoxic	PID-TCPTP-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00353740764734221	-0.0977505918599357	1	1	0.693331898879073
iNK_c1-Cytotoxic	PID-VEGFR1-2-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00394203602847253	-0.0624839632265752	1	1	0.772639061580617
iNK_c1-Cytotoxic	PID-AVB3-INTEGRIN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00404595791335005	-0.0410617372493718	1	1	0.79300775101661
iNK_c1-Cytotoxic	PID-AR-NONGENOMIC-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00430156279146836	-0.0802311110347178	0.992	1	0.843106307127799
iNK_c1-Cytotoxic	PID-FGF-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00432688815230644	-0.0549395594995223	1	0.992	0.848070077852063
iNK_c1-Cytotoxic	PID-REELIN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00438823961545793	-0.0901849303869038	1	1	0.860094964629754
iNK_c1-Cytotoxic	PID-TELOMERASE-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00442959590699418	0.194441681095333	1	1	0.868200797770858
iNK_c1-Cytotoxic	PID-INTEGRIN2-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00448832376712815	-0.115901082546666	0.896	0.958	0.879711458357118
iNK_c1-Cytotoxic	PID-HES-HEY-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00461463151901464	-0.11859779783616	1	1	0.904467777726869
iNK_c1-Cytotoxic	PID-IL8-CXCR1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00478989996359938	-0.111405381883712	1	0.994	0.938820392865479
iNK_c1-Cytotoxic	PID-ATF2-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00528512896897527	0.213438069476019	1	1	1
iNK_c1-Cytotoxic	PID-NECTIN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00545810401965041	-0.104302251465842	1	0.994	1
iNK_c1-Cytotoxic	PID-SYNDECAN-3-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00551655798600056	-0.106249111944573	0.776	0.843	1
iNK_c1-Cytotoxic	PID-INTEGRIN-A4B1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00563617331824671	-0.129884333941125	0.992	0.997	1
iNK_c1-Cytotoxic	PID-A6B1-A6B4-INTEGRIN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00583275262114244	-0.057360833025208	0.992	1	1
iNK_c1-Cytotoxic	PID-E2F-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00721994983266926	-0.0434360790445862	1	0.997	1
iNK_c1-Cytotoxic	PID-HEDGEHOG-2PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00804007441733028	-0.0678459227154384	0.752	0.818	1
iNK_c1-Cytotoxic	PID-GLYPICAN-1PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00814826445912106	-0.0981224786522952	0.992	0.986	1
iNK_c1-Cytotoxic	PID-ARF6-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00885715748872628	-0.0694211268575717	0.984	0.978	1
iNK_c1-Cytotoxic	PID-ER-NONGENOMIC-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00893523389391171	-0.0675550271718777	1	0.994	1
iNK_c1-Cytotoxic	PID-TXA2PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.00965256439138916	-0.0493420915180955	1	1	1
iNK_c1-Cytotoxic	PID-RAS-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0125908527731336	-0.0838553236031063	1	0.997	1
iNK_c1-Cytotoxic	PID-IL1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0129121052268369	0.238423712397347	1	0.994	1
iNK_c1-Cytotoxic	PID-PRL-SIGNALING-EVENTS-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0142709235972208	-0.136945354591584	0.976	0.992	1
iNK_c1-Cytotoxic	PID-NEPHRIN-NEPH1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0204330248505486	-0.0491118993328477	0.984	0.997	1
iNK_c1-Cytotoxic	PID-FAK-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0237688932037163	-0.0315315586843408	1	1	1
iNK_c1-Cytotoxic	PID-MYC-ACTIV-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0238383272919303	0.18777682137364	1	1	1
iNK_c1-Cytotoxic	PID-NETRIN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0248287194653452	-0.0366619541128252	0.984	1	1
iNK_c1-Cytotoxic	PID-EPHB-FWD-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0248767617260858	-0.0238299836427553	0.992	0.994	1
iNK_c1-Cytotoxic	PID-ERBB2-ERBB3-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0281771900093339	-0.0306330077940995	1	0.997	1
iNK_c1-Cytotoxic	PID-FAS-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0282039529204427	-0.0589521951520342	1	0.997	1
iNK_c1-Cytotoxic	PID-SMAD2-3NUCLEAR-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0297673884440973	-0.00515287006473608	1	1	1
iNK_c1-Cytotoxic	PID-HDAC-CLASSIII-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0298509289810804	-0.0757186068238833	0.952	0.989	1
iNK_c1-Cytotoxic	PID-PI3K-PLC-TRK-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0305621432408335	-0.0378446803429613	0.984	0.992	1
iNK_c1-Cytotoxic	PID-RET-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0311995556291593	-0.0568749455140636	0.984	1	1
iNK_c1-Cytotoxic	PID-P38-ALPHA-BETA-DOWNSTREAM-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0332109780830264	0.247655388009115	1	0.986	1
iNK_c1-Cytotoxic	PID-CONE-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0396041126192465	0.609203438360025	0.064	0.132	1
iNK_c1-Cytotoxic	PID-ALK1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0436698236419848	-0.0789376149037908	0.952	0.98	1
iNK_c1-Cytotoxic	PID-CERAMIDE-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0450519337724785	0.159623758574539	1	0.997	1
iNK_c1-Cytotoxic	PID-NOTCH-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0455740026558267	-0.0122151339820551	1	1	1
iNK_c1-Cytotoxic	PID-IL23-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0498916525579224	0.19211551296805	1	0.992	1
iNK_c1-Cytotoxic	PID-ERBB1-DOWNSTREAM-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0510787382097195	-0.00793244596431109	1	1	1
iNK_c1-Cytotoxic	PID-P53-DOWNSTREAM-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0521535294202645	0.029983841173193	1	1	1
iNK_c1-Cytotoxic	PID-ALPHA-SYNUCLEIN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0523344148574478	-0.0657015982694107	0.992	0.997	1
iNK_c1-Cytotoxic	PID-INSULIN-GLUCOSE-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0529714443588743	-0.0494514219000424	0.968	0.989	1
iNK_c1-Cytotoxic	PID-AR-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.054970821443546	0.143006129048634	1	1	1
iNK_c1-Cytotoxic	PID-FOXM1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0605224431392425	0.00320735152520157	0.984	0.969	1
iNK_c1-Cytotoxic	PID-IL12-STAT4-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0618668358524385	0.168744919459753	1	1	1
iNK_c1-Cytotoxic	PID-S1P-S1P4-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0628220830033351	-0.0891326515058637	0.888	0.919	1
iNK_c1-Cytotoxic	PID-RAC1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0633392555036493	-0.0397761532524323	1	1	1
iNK_c1-Cytotoxic	PID-ERA-GENOMIC-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0648404131590103	-0.0135773196614863	1	1	1
iNK_c1-Cytotoxic	PID-P73PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0648946024483109	0.00916761501542007	1	1	1
iNK_c1-Cytotoxic	PID-UPA-UPAR-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0656550199992338	-0.0656590989090269	0.976	0.978	1
iNK_c1-Cytotoxic	PID-S1P-S1P2-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0663699312881865	0.225846943605824	0.984	0.98	1
iNK_c1-Cytotoxic	PID-TAP63-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0697504231877566	0.0110539595520693	0.968	0.994	1
iNK_c1-Cytotoxic	PID-NCADHERIN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0763754585873152	0.226753414884137	1	1	1
iNK_c1-Cytotoxic	PID-S1P-META-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0817051255772853	0.0172946686018243	0.848	0.866	1
iNK_c1-Cytotoxic	PID-INTEGRIN3-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0848689576639614	0.0828010928482401	0.88	0.922	1
iNK_c1-Cytotoxic	PID-IGF1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0868188621099314	-0.0159710853263184	0.992	1	1
iNK_c1-Cytotoxic	PID-ERB-GENOMIC-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0914694035003447	-0.113621800969089	0.888	0.947	1
iNK_c1-Cytotoxic	PID-ATR-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.0972516295889723	-0.0137952168580964	0.992	0.994	1
iNK_c1-Cytotoxic	PID-DELTA-NP63-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.108334832078255	0.0156854506479682	0.992	0.997	1
iNK_c1-Cytotoxic	PID-MET-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.116697529022955	0.0285689357790599	1	1	1
iNK_c1-Cytotoxic	PID-TRAIL-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.116871373958391	-0.0471312373997947	1	0.997	1
iNK_c1-Cytotoxic	PID-IL4-2PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.121288542531144	0.0146001307919477	0.992	0.997	1
iNK_c1-Cytotoxic	PID-IL8-CXCR2-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.133481135759198	-0.0324175311406343	1	1	1
iNK_c1-Cytotoxic	PID-AJDISS-2PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.139872904012669	-0.0119843130340618	1	0.994	1
iNK_c1-Cytotoxic	PID-INTEGRIN4-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.145766977086092	1.40326647217187	0.056	0.028	1
iNK_c1-Cytotoxic	PID-AMB2-NEUTROPHILS-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.146083047734627	-0.0414416551677488	1	0.997	1
iNK_c1-Cytotoxic	PID-TCR-JNK-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.166321784108834	0.148102209326449	0.984	0.98	1
iNK_c1-Cytotoxic	PID-PDGFRA-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.166323146406096	-0.00932665625538442	1	0.989	1
iNK_c1-Cytotoxic	PID-IL2-1PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.169428796543689	0.106236297753747	1	1	1
iNK_c1-Cytotoxic	PID-FCER1-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.170240982703428	-0.00158301878718348	1	1	1
iNK_c1-Cytotoxic	PID-EPHA-FWDPATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.176007792740319	-0.01738122855771	0.984	0.997	1
iNK_c1-Cytotoxic	PID-ILK-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.176604506903937	0.115949111129948	1	1	1
iNK_c1-Cytotoxic	PID-HDAC-CLASSI-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.178885148086024	0.00688322173600708	1	1	1
iNK_c1-Cytotoxic	PID-NFKAPPAB-ATYPICAL-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.180700385540058	-0.0599965839188878	0.984	0.986	1
iNK_c1-Cytotoxic	PID-MTOR-4PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.188979858494053	0.150179305896022	1	1	1
iNK_c1-Cytotoxic	PID-P53-REGULATION-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.196240254148447	0.117912431427953	0.992	1	1
iNK_c1-Cytotoxic	PID-WNT-CANONICAL-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.200824356769032	0.324669303708905	0.864	0.91	1
iNK_c1-Cytotoxic	PID-FOXO-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.201061298017094	0.159905446931988	1	1	1
iNK_c1-Cytotoxic	PID-CIRCADIAN-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.209762255450683	0.183830782882799	0.944	0.913	1
iNK_c1-Cytotoxic	PID-MYC-REPRESS-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.211506395586594	0.0152211002394131	1	1	1
iNK_c1-Cytotoxic	PID-IFNG-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.21507383623024	-0.0203485898925706	1	0.994	1
iNK_c1-Cytotoxic	PID-ECADHERIN-NASCENT-AJ-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.216318621876299	-0.00942391906342754	1	1	1
iNK_c1-Cytotoxic	PID-ECADHERIN-STABILIZATION-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.217290486017758	0.168725255813321	1	1	1
iNK_c1-Cytotoxic	PID-KIT-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.219944312965539	0.0216578165291432	1	1	1
iNK_c1-Cytotoxic	PID-BCR-5PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.221068690267617	0.0212980865812633	1	1	1
iNK_c1-Cytotoxic	PID-IL3-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.229483824706044	-0.0148689672946403	0.968	0.978	1
iNK_c1-Cytotoxic	PID-HNF3B-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.229776199961859	0.0639119136358994	0.984	0.989	1
iNK_c1-Cytotoxic	PID-HIF1A-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.238424301250444	-0.0384161061764861	0.944	0.983	1
iNK_c1-Cytotoxic	PID-TOLL-ENDOGENOUS-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.238791659236593	0.202084570702559	0.888	0.905	1
iNK_c1-Cytotoxic	PID-S1P-S1P3-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.244566814553426	0.0343616407983314	0.968	0.966	1
iNK_c1-Cytotoxic	PID-CD8-TCR-DOWNSTREAM-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.248683481118081	-0.0085139208695677	1	1	1
iNK_c1-Cytotoxic	PID-THROMBIN-PAR4-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.260007791822321	0.146129748588491	0.968	0.95	1
iNK_c1-Cytotoxic	PID-CDC42-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.261137342289314	0.0148021771895879	1	1	1
iNK_c1-Cytotoxic	PID-RETINOIC-ACID-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.263201055607463	-0.012718225092673	0.984	0.997	1
iNK_c1-Cytotoxic	PID-HEDGEHOG-GLI-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.264476553658477	0.0335126817642468	0.984	1	1
iNK_c1-Cytotoxic	PID-CDC42-REG-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.270431532860688	0.0465924631411303	0.976	0.997	1
iNK_c1-Cytotoxic	PID-GMCSF-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.27189413563802	0.0172798987849432	1	1	1
iNK_c1-Cytotoxic	PID-ANGIOPOIETIN-RECEPTOR-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.27434340838718	0.0182608995464761	1	0.997	1
iNK_c1-Cytotoxic	PID-RHOA-PATHWAY	OR7A10_Tumor-OR7A10st_Tumor	OR7A10_Tumor	OR7A10st_Tumor	0.27961875248266	-0.00555152346536536	1	0.997	1
